departure_id,departure_radius,destination_id,destination_radius,search_date,search_date_range
69,0,97,0,"2012-06-10",0
30,0,69,0,NULL,0
381,0,NULL,0,NULL,0
169,10,73,20,NULL,0
212,0,310,0,NULL,0
166,30,7753,30,NULL,1
77,40,30,0,NULL,0
169,0,67,0,"2012-06-13",0
30,0,246,0,NULL,0
30,0,69,0,NULL,0
97,0,310,0,NULL,3
228,0,30,0,NULL,0
134,0,43,0,NULL,0
3107,50,7749,50,NULL,0
169,10,73,20,NULL,0
317,0,292,0,NULL,0
30,0,69,0,NULL,0
97,0,246,0,NULL,0
310,10,30,20,NULL,0
134,20,200,0,NULL,1
97,10,138,10,NULL,0
134,20,344,50,NULL,0
228,0,84,0,NULL,0
14,0,310,0,NULL,0
169,0,67,0,"2012-06-13",0
18,50,179,0,NULL,0
224,0,138,0,"2012-06-30",1
97,0,310,0,NULL,3
134,0,43,0,NULL,0
314,40,219,20,NULL,0
228,0,30,0,NULL,0
2196,0,100,0,NULL,0
310,0,228,0,NULL,0
5463,0,228,0,"2012-06-14",1
30,0,69,0,NULL,0
169,0,67,0,"2012-06-13",0
310,0,228,0,NULL,0
30,0,134,0,NULL,0
5463,0,228,0,"2012-06-14",1
315,0,100,0,NULL,0
30,0,246,0,NULL,0
339,0,252,0,NULL,NULL
203,0,30,0,NULL,0
97,0,310,0,NULL,3
228,0,246,0,NULL,0
69,0,131,0,"2012-05-31",0
7762,0,120,0,NULL,0
175,0,43,0,NULL,0
228,0,30,0,NULL,0
134,0,43,0,NULL,0
67,0,30,0,NULL,0
228,50,53,0,NULL,0
138,0,170,0,NULL,0
228,0,310,0,NULL,0
212,30,100,0,NULL,0
30,0,134,0,NULL,0
169,0,315,0,NULL,0
7762,0,120,0,NULL,0
179,0,100,0,NULL,0
97,0,69,0,NULL,0
134,0,43,0,NULL,0
169,0,67,0,"2012-06-13",0
140,50,25,50,NULL,0
30,0,134,0,NULL,0
69,0,131,0,"2012-05-31",0
175,0,30,0,NULL,0
228,0,310,0,NULL,0
228,0,30,0,NULL,0
381,0,NULL,0,NULL,NULL
228,0,NULL,0,NULL,0
43,0,140,0,NULL,0
179,0,120,0,NULL,0
310,0,30,0,NULL,0
134,20,200,0,NULL,1
270,0,246,0,"2012-05-31",0
44,0,30,0,NULL,0
5463,0,228,0,"2012-06-14",1
30,0,134,0,NULL,0
181,0,169,0,NULL,0
5463,0,228,0,"2012-06-14",1
30,0,138,0,NULL,0
97,10,138,10,NULL,0
279,0,134,0,NULL,0
14,0,310,0,NULL,0
228,0,NULL,0,NULL,0
228,50,53,0,NULL,0
228,0,30,0,NULL,0
30,0,2139,50,NULL,0
279,0,134,0,NULL,0
121,0,293,0,NULL,0
134,0,43,0,NULL,0
270,0,246,0,"2012-05-31",0
2196,0,310,0,NULL,0
310,0,270,0,NULL,NULL
97,0,73,0,NULL,0
254,0,228,0,NULL,0
30,0,134,0,NULL,0
228,50,53,50,NULL,0
296,50,30,0,NULL,0
69,0,131,0,"2012-05-31",0
97,0,69,0,NULL,0
194,0,30,0,NULL,0
69,0,110,0,NULL,0
224,0,138,0,"2012-06-29",0
6696,0,6513,0,NULL,1
257,0,270,0,NULL,NULL
97,10,138,10,NULL,0
2141,10,58,50,NULL,0
53,0,84,20,NULL,0
194,0,30,0,NULL,0
134,0,30,0,NULL,0
246,50,72,10,NULL,4
140,50,25,50,NULL,0
14,0,310,0,NULL,0
134,0,43,0,NULL,0
134,0,30,0,NULL,0
22,0,179,0,NULL,1
310,0,30,0,NULL,0
170,0,134,0,NULL,0
169,0,97,0,NULL,0
30,0,246,0,NULL,0
73,50,228,0,NULL,0
134,0,30,0,NULL,0
279,10,1,50,NULL,NULL
2174,0,97,0,NULL,0
7762,0,120,0,NULL,0
97,0,310,0,NULL,3
138,0,44,0,NULL,0
228,0,55,0,NULL,0
69,0,110,0,NULL,0
228,0,NULL,0,NULL,0
134,0,43,0,NULL,0
228,20,142,20,NULL,1
134,0,3112,0,"2012-06-22",0
1,0,NULL,0,NULL,0
246,50,72,50,NULL,0
194,0,30,0,NULL,0
53,0,84,20,NULL,0
1,0,NULL,0,NULL,0
22,0,179,0,NULL,1
310,0,30,0,NULL,0
297,0,NULL,0,NULL,4
224,0,138,0,"2012-06-29",0
212,0,134,0,NULL,0
14,0,310,0,NULL,0
30,0,212,0,NULL,0
212,0,134,0,NULL,0
228,0,30,0,NULL,0
194,50,179,0,NULL,0
33,0,138,0,NULL,0
246,0,5463,0,NULL,0
228,0,84,0,NULL,0
73,10,30,0,NULL,0
14,0,310,0,NULL,0
2141,10,58,50,NULL,0
228,0,30,0,NULL,0
30,0,163,0,NULL,0
269,0,297,0,NULL,0
246,0,5463,0,NULL,0
2141,50,97,0,NULL,0
181,0,100,0,NULL,0
228,0,5440,0,NULL,0
67,0,6036,0,NULL,0
73,50,8835,0,NULL,0
212,0,134,0,NULL,0
84,0,120,0,NULL,0
44,0,30,0,NULL,0
279,0,134,0,"2012-06-27",0
30,0,282,0,NULL,0
69,50,179,0,NULL,0
212,0,134,0,NULL,0
228,0,5440,0,NULL,0
179,0,229,0,NULL,0
69,0,179,0,NULL,0
228,0,NULL,0,NULL,0
138,0,175,0,NULL,0
138,0,44,0,NULL,0
178,0,206,0,NULL,0
100,0,37,0,NULL,0
30,0,69,0,NULL,0
212,0,134,0,NULL,0
30,0,212,0,NULL,0
163,50,179,0,NULL,4
NULL,0,NULL,0,NULL,0
228,20,142,20,NULL,1
118,50,62,50,NULL,0
270,0,228,0,NULL,0
228,0,310,0,NULL,0
14,0,310,0,NULL,0
134,0,43,0,NULL,0
224,0,138,0,"2012-06-29",0
30,0,69,0,NULL,0
351,0,30,0,NULL,0
194,0,30,0,NULL,0
30,0,69,0,NULL,0
58,20,100,20,NULL,0
100,0,169,0,NULL,0
14,0,310,0,NULL,0
279,0,53,0,NULL,0
5436,0,5463,0,NULL,0
228,50,53,50,NULL,0
179,0,169,0,NULL,0
268,0,228,0,NULL,0
228,0,310,0,NULL,0
138,0,113,0,NULL,0
30,0,142,0,NULL,0
69,0,110,0,NULL,0
179,0,169,0,NULL,0
297,0,NULL,0,NULL,4
30,0,310,0,NULL,0
14,0,310,0,NULL,0
118,50,73,50,NULL,1
110,30,8322,20,"2012-06-17",0
218,0,228,0,NULL,0
30,0,69,0,NULL,0
53,0,246,0,NULL,0
200,20,134,0,NULL,1
212,0,282,0,NULL,0
339,0,228,0,NULL,1
30,0,142,0,NULL,0
228,0,NULL,0,NULL,0
53,0,246,0,NULL,0
212,0,134,0,NULL,0
6036,0,282,0,NULL,0
134,10,379,40,NULL,0
110,30,8322,20,"2012-06-24",0
134,0,279,0,"2012-06-26",0
228,50,53,50,NULL,0
138,0,213,0,NULL,0
218,0,228,0,NULL,0
138,0,6852,0,NULL,0
200,20,134,0,NULL,1
163,50,179,0,NULL,4
179,0,229,0,NULL,0
30,0,142,0,NULL,0
194,0,209,0,NULL,0
138,0,6852,0,NULL,0
134,50,170,0,NULL,1
120,50,86,50,NULL,0
69,0,131,0,NULL,0
48,50,228,50,NULL,0
120,0,179,0,NULL,0
228,0,30,0,NULL,0
30,0,142,0,NULL,0
8322,30,110,20,"2012-06-22",0
194,0,209,0,NULL,0
69,0,179,0,NULL,0
120,0,179,0,NULL,0
8462,0,351,0,NULL,0
138,0,113,0,NULL,0
69,0,3115,50,NULL,0
142,0,212,0,NULL,0
8462,0,313,0,NULL,4
194,0,30,0,NULL,0
228,0,310,0,NULL,0
163,50,179,0,NULL,4
203,0,170,0,NULL,1
175,0,346,50,NULL,2
270,50,200,50,NULL,0
120,0,179,0,NULL,0
228,0,8394,0,NULL,NULL
30,0,229,0,NULL,0
179,0,134,0,NULL,0
58,20,100,20,NULL,0
5436,0,5463,0,NULL,0
228,0,179,0,NULL,0
218,0,228,0,NULL,0
179,0,169,0,NULL,0
120,0,179,0,NULL,0
194,0,30,0,NULL,0
30,40,170,50,NULL,0
270,50,200,50,NULL,0
8470,0,310,0,NULL,0
293,0,121,0,NULL,0
14,0,310,0,NULL,0
2196,0,228,0,NULL,0
134,0,279,0,"2012-06-26",0
120,0,179,0,NULL,0
73,0,97,0,NULL,0
67,0,351,50,NULL,0
179,0,134,0,NULL,0
179,0,299,0,NULL,1
7015,0,134,0,NULL,0
228,0,69,0,NULL,0
310,0,228,0,NULL,0
138,0,6852,0,NULL,0
30,0,194,0,NULL,0
30,50,179,50,NULL,0
228,0,69,0,NULL,0
73,50,8835,0,NULL,0
179,0,134,0,NULL,0
30,0,138,0,NULL,0
228,0,5463,0,NULL,0
228,0,5440,0,NULL,0
30,0,134,0,NULL,1
209,0,30,0,NULL,0
37,0,100,0,NULL,0
69,0,253,0,NULL,0
228,0,NULL,0,NULL,0
97,0,246,0,NULL,0
200,20,134,0,NULL,1
69,0,3115,50,NULL,0
120,0,179,0,NULL,0
228,0,179,0,NULL,0
310,0,228,0,NULL,0
179,0,134,0,NULL,0
5463,0,228,0,"2012-06-14",1
69,0,134,0,NULL,0
310,0,228,0,NULL,0
7713,10,317,10,NULL,0
228,0,NULL,0,NULL,0
179,0,169,0,NULL,0
209,0,30,0,NULL,0
138,0,6852,0,NULL,0
30,0,194,0,NULL,0
179,0,134,0,NULL,0
279,10,97,30,NULL,0
30,0,134,0,NULL,1
163,50,179,0,NULL,4
228,0,NULL,0,NULL,0
134,0,43,0,NULL,0
69,0,179,0,NULL,0
179,0,299,0,NULL,0
69,0,3115,50,NULL,0
5436,0,5463,0,NULL,0
310,0,228,0,NULL,0
163,50,179,0,NULL,4
7713,10,NULL,10,NULL,0
229,0,313,0,NULL,0
301,50,163,50,NULL,0
100,0,169,0,NULL,0
30,0,228,0,NULL,0
179,0,169,0,NULL,0
84,0,16,0,NULL,0
194,0,30,0,NULL,0
209,0,30,0,NULL,0
30,50,179,50,NULL,0
228,0,NULL,0,NULL,0
346,30,30,0,NULL,0
30,0,134,0,NULL,1
179,0,299,0,NULL,0
228,0,30,0,NULL,0
194,50,179,0,NULL,0
58,0,179,0,NULL,0
78,50,20,50,"2012-05-31",4
179,0,338,0,NULL,0
351,0,8462,0,NULL,0
30,0,279,0,NULL,0
228,0,84,0,NULL,0
30,0,130,30,NULL,0
163,50,179,0,NULL,4
30,0,140,0,NULL,0
30,0,134,0,NULL,1
53,0,246,0,NULL,0
120,0,213,0,NULL,0
213,50,170,0,NULL,0
30,0,228,0,NULL,0
37,0,100,0,NULL,0
30,0,194,0,NULL,0
67,0,134,0,"2012-06-21",0
8322,30,110,20,"2012-06-22",0
209,0,30,0,NULL,0
330,0,113,0,NULL,0
30,0,134,0,NULL,1
209,0,30,0,NULL,0
78,0,20,0,"2012-05-31",4
30,0,279,50,NULL,1
53,0,30,0,NULL,0
134,0,43,0,NULL,0
5463,0,228,0,"2012-06-14",1
53,0,246,0,NULL,0
345,20,170,0,NULL,0
330,0,113,0,NULL,0
6979,0,7061,0,NULL,0
30,0,140,0,NULL,0
78,0,20,0,"2012-05-31",0
310,0,188,0,NULL,0
30,50,179,50,NULL,0
330,50,86,50,NULL,0
113,0,69,0,NULL,0
97,0,246,0,NULL,0
228,0,179,0,NULL,0
301,40,8495,0,NULL,NULL
32,0,134,0,NULL,0
30,0,117,0,NULL,0
228,0,NULL,0,NULL,0
44,0,30,0,NULL,0
30,0,229,0,NULL,0
228,0,179,0,NULL,0
5463,0,228,0,"2012-06-14",1
134,0,228,0,NULL,0
30,10,224,20,NULL,0
330,0,113,0,NULL,0
270,50,200,50,NULL,0
30,0,134,0,NULL,0
53,0,246,0,NULL,0
228,0,73,0,NULL,0
246,50,72,50,NULL,0
228,0,73,0,NULL,0
134,0,43,0,NULL,0
97,0,246,0,NULL,0
228,0,279,0,NULL,0
58,0,179,0,NULL,0
152,0,246,0,NULL,0
30,0,279,0,NULL,0
30,10,224,20,NULL,0
30,0,140,0,NULL,0
78,0,20,0,"2012-05-31",0
209,0,30,0,NULL,0
209,0,30,0,NULL,0
301,10,8495,0,NULL,0
30,0,194,0,NULL,0
310,0,138,0,NULL,0
179,0,169,0,NULL,0
54,0,30,0,NULL,0
30,10,224,20,NULL,0
131,0,30,0,NULL,0
228,0,279,50,NULL,0
30,0,140,0,NULL,0
30,0,134,0,NULL,0
30,0,194,0,NULL,0
30,50,179,50,NULL,0
228,0,NULL,0,NULL,0
24,30,212,0,NULL,2
299,0,179,0,NULL,0
228,0,2196,0,NULL,0
30,0,194,0,NULL,0
179,0,169,0,NULL,0
54,0,30,0,NULL,0
30,0,194,0,NULL,0
310,0,228,0,NULL,0
175,0,30,0,NULL,0
170,0,7749,0,NULL,1
310,0,138,0,NULL,0
131,0,30,0,NULL,0
121,50,194,0,NULL,0
30,0,134,0,NULL,0
160,10,205,20,NULL,0
310,0,228,0,NULL,0
228,0,194,0,NULL,0
5767,50,8423,50,NULL,0
134,0,228,0,NULL,0
134,0,279,0,"2012-06-26",0
97,0,246,0,NULL,0
67,0,69,0,NULL,0
30,0,228,0,NULL,0
30,0,140,0,NULL,0
179,0,134,0,NULL,0
30,0,194,0,NULL,0
351,0,310,0,NULL,0
8322,30,110,20,"2012-06-22",0
140,0,119,0,NULL,0
134,0,43,0,NULL,0
69,10,320,20,NULL,1
179,0,169,0,NULL,2
5469,0,21693,0,"2012-06-30",0
315,0,179,0,NULL,0
5463,0,228,0,"2012-06-14",1
228,0,279,50,NULL,0
134,0,6795,0,NULL,0
120,0,213,50,NULL,0
179,0,169,0,NULL,0
160,10,205,10,NULL,0
209,0,30,0,NULL,0
134,0,279,0,"2012-06-26",0
179,0,134,0,NULL,0
30,0,142,0,NULL,0
179,0,134,0,"2012-06-10",0
53,0,30,0,NULL,0
228,0,NULL,0,NULL,0
228,0,73,0,NULL,0
120,0,380,0,NULL,0
56,0,44,0,NULL,0
228,0,179,0,NULL,0
160,0,279,50,NULL,0
30,0,228,0,NULL,0
100,20,58,20,NULL,0
30,0,194,0,NULL,0
315,0,100,0,NULL,0
228,0,179,0,NULL,0
56,0,44,0,NULL,0
69,0,179,0,NULL,0
100,0,169,0,NULL,0
24,30,212,0,NULL,2
113,0,69,0,NULL,0
121,50,194,0,NULL,0
113,0,69,0,NULL,0
120,0,213,50,NULL,0
53,0,30,0,NULL,0
30,0,194,0,NULL,0
160,0,134,50,NULL,0
37,0,100,0,NULL,0
30,0,194,0,NULL,0
30,0,228,0,NULL,0
310,0,213,0,NULL,0
310,0,97,0,NULL,0
113,0,69,0,NULL,1
30,40,213,50,NULL,0
30,0,117,0,NULL,0
160,0,134,0,NULL,0
194,0,30,0,NULL,0
30,0,9,0,NULL,0
351,0,30,0,NULL,0
228,0,NULL,0,NULL,0
37,30,100,30,NULL,0
228,0,73,0,NULL,0
194,0,30,0,NULL,0
113,0,69,0,NULL,0
310,0,213,0,NULL,0
8462,0,313,0,NULL,4
194,0,30,0,NULL,0
194,0,30,0,NULL,0
228,0,NULL,0,NULL,0
228,0,179,0,NULL,0
134,0,44,0,NULL,3
30,0,140,0,NULL,0
194,0,30,0,NULL,0
194,0,30,0,NULL,0
160,0,138,0,NULL,0
293,0,30,0,NULL,0
317,0,30,0,NULL,0
97,0,2196,0,NULL,0
139,30,254,50,NULL,NULL
30,0,134,0,NULL,0
100,0,169,0,NULL,0
30,0,228,0,NULL,0
336,30,234,40,NULL,3
37,30,100,30,NULL,0
134,0,44,0,NULL,3
194,0,30,0,NULL,0
30,0,228,0,NULL,0
30,0,134,0,NULL,0
228,0,69,0,NULL,0
30,0,7706,40,NULL,0
8191,20,6958,40,NULL,0
228,0,179,0,NULL,0
152,0,246,0,NULL,0
228,0,NULL,0,NULL,0
228,0,73,0,NULL,0
30,0,228,0,NULL,0
152,0,246,0,NULL,0
113,0,69,0,NULL,0
228,0,179,0,NULL,0
37,0,100,30,NULL,0
2196,0,270,0,NULL,0
310,0,213,0,NULL,0
228,0,NULL,0,NULL,0
30,0,134,0,NULL,0
69,50,121,50,NULL,1
194,0,69,0,NULL,0
113,0,69,0,NULL,0
194,0,30,0,NULL,0
152,0,246,0,NULL,0
310,0,228,0,NULL,0
134,0,30,0,NULL,0
315,0,100,0,NULL,0
97,0,6696,0,NULL,0
6958,40,8191,20,NULL,NULL
131,0,30,0,NULL,0
194,0,30,0,NULL,0
366,30,67,0,NULL,1
53,0,30,0,NULL,0
54,0,246,0,NULL,0
194,0,30,0,NULL,0
6958,0,8191,0,NULL,0
152,0,246,0,NULL,0
36,0,NULL,0,NULL,3
351,0,181,0,NULL,0
100,0,169,0,NULL,0
30,0,310,0,NULL,0
8462,0,169,0,NULL,0
228,0,179,0,NULL,0
131,0,30,0,NULL,0
69,0,179,0,NULL,0
30,0,130,30,NULL,0
NULL,0,8191,0,NULL,0
194,0,30,0,NULL,0
228,0,NULL,0,NULL,0
194,0,30,0,NULL,0
8462,0,313,0,NULL,4
194,0,69,0,NULL,0
228,0,179,0,NULL,0
279,0,160,0,"2012-06-10",0
30,0,7706,0,NULL,0
NULL,0,8191,20,NULL,NULL
330,0,113,0,NULL,0
228,0,NULL,0,NULL,0
97,0,194,0,NULL,0
228,0,73,0,NULL,0
100,0,169,0,NULL,0
8322,30,42,20,"2012-06-15",0
194,0,30,0,NULL,0
69,0,1,0,NULL,0
194,0,97,0,NULL,0
69,0,209,0,NULL,0
351,20,36,20,NULL,0
30,0,134,0,NULL,0
131,40,212,0,NULL,0
317,0,30,0,NULL,0
30,0,134,0,NULL,0
7711,0,181,0,NULL,1
NULL,0,8835,0,NULL,0
37,0,100,0,NULL,0
131,0,30,0,NULL,0
330,0,113,0,NULL,0
100,0,169,0,NULL,0
30,0,134,0,NULL,0
194,0,30,0,NULL,0
37,0,100,0,NULL,0
5463,0,228,0,"2012-06-14",1
246,0,278,0,NULL,0
69,0,81,0,NULL,0
30,0,140,0,NULL,0
310,0,213,0,NULL,0
178,0,134,0,NULL,0
30,0,134,0,NULL,0
7711,0,181,0,NULL,0
313,0,97,0,NULL,0
69,50,121,50,NULL,1
228,0,179,0,NULL,0
310,0,228,0,NULL,0
228,0,73,0,NULL,0
8322,20,42,20,"2012-06-15",0
142,0,330,0,NULL,0
179,0,169,0,"2012-06-15",0
282,50,62,50,NULL,4
317,0,30,0,NULL,0
246,0,278,0,NULL,0
134,20,344,50,NULL,0
194,0,30,0,NULL,0
131,0,30,0,NULL,NULL
30,0,175,0,NULL,0
NULL,0,8191,0,NULL,0
134,0,3112,0,"2012-06-22",0
228,0,30,0,NULL,0
310,0,228,0,NULL,0
170,0,310,0,NULL,0
310,0,228,0,NULL,0
313,0,97,0,NULL,0
113,0,170,0,NULL,0
194,0,30,0,NULL,0
179,0,30,0,NULL,0
179,0,30,0,NULL,0
69,50,121,50,NULL,1
131,0,30,0,NULL,0
194,0,53,0,NULL,0
30,0,140,0,NULL,0
58,10,2141,10,NULL,0
207,0,37,50,NULL,0
131,0,212,0,NULL,0
131,0,343,0,NULL,0
299,0,179,0,NULL,0
8322,20,42,20,"2012-06-15",0
7855,0,99,0,NULL,0
120,0,179,0,NULL,0
131,0,212,0,NULL,0
67,0,NULL,0,NULL,0
NULL,0,NULL,0,NULL,0
179,0,30,0,NULL,0
228,0,30,0,NULL,0
30,0,14,0,NULL,0
313,0,97,0,NULL,0
NULL,0,8835,0,NULL,0
NULL,0,2139,0,NULL,4
30,0,140,0,NULL,0
194,0,30,0,NULL,0
8322,20,42,20,"2012-06-15",0
194,0,53,0,NULL,0
NULL,0,2139,0,NULL,4
336,30,234,40,NULL,3
6979,0,7061,0,NULL,0
228,0,5440,0,NULL,0
310,0,30,0,NULL,0
293,0,207,0,NULL,0
228,0,179,0,NULL,0
131,0,69,0,NULL,0
142,0,330,0,NULL,0
299,0,179,0,NULL,0
7855,0,99,0,NULL,0
5463,0,228,0,"2012-06-14",1
NULL,0,NULL,0,NULL,0
179,0,30,0,NULL,0
131,0,30,0,NULL,0
30,0,78,0,NULL,0
228,0,69,0,NULL,0
228,0,2196,0,NULL,0
270,0,2196,0,NULL,0
NULL,0,2139,0,NULL,4
23,20,30,0,NULL,1
293,0,207,0,NULL,0
228,0,30,0,NULL,0
97,10,30,0,NULL,0
7711,0,181,0,NULL,0
228,0,NULL,0,NULL,0
5463,0,228,0,"2012-06-14",1
179,0,100,0,NULL,0
2141,10,58,10,NULL,0
179,0,229,0,NULL,0
317,0,69,0,NULL,0
30,0,160,0,NULL,0
44,0,275,0,NULL,0
194,0,134,0,NULL,0
30,0,228,0,NULL,0
317,0,30,0,NULL,0
142,0,330,0,NULL,0
8443,0,6678,50,NULL,0
194,0,53,0,NULL,0
30,0,351,0,NULL,0
194,0,67,0,NULL,0
7711,0,181,0,NULL,0
194,0,134,0,NULL,0
134,0,30,0,NULL,0
30,50,81,0,NULL,0
6732,0,8443,50,NULL,0
194,0,30,0,NULL,0
5463,0,84,0,"2012-06-20",4
317,0,23,0,NULL,0
310,0,228,0,NULL,0
308,0,30,0,NULL,0
228,0,30,0,NULL,0
30,0,160,0,NULL,0
6732,0,6678,50,NULL,0
203,20,175,0,"2012-05-31",0
99,0,7855,0,NULL,0
152,0,351,0,NULL,0
228,0,179,0,NULL,0
67,0,194,0,NULL,0
5463,0,228,0,"2012-06-14",1
67,0,30,0,NULL,0
8461,0,58,0,NULL,0
194,0,134,0,NULL,0
36,0,138,0,"2012-05-31",0
138,10,246,20,NULL,0
86,20,30,20,NULL,0
2141,10,58,10,NULL,0
134,0,179,0,NULL,0
67,0,30,0,NULL,0
228,0,181,0,"2012-06-15",0
310,0,213,0,NULL,0
228,0,181,0,"2012-06-15",0
30,50,81,0,NULL,0
100,50,NULL,50,NULL,0
228,0,30,0,NULL,0
313,0,179,0,NULL,0
152,0,246,0,NULL,0
203,20,175,0,"2012-05-31",0
134,0,30,0,NULL,0
5463,0,14,0,"2012-06-20",4
228,0,NULL,0,NULL,0
53,0,194,0,"2012-06-23",0
6036,0,5868,10,NULL,0
194,0,134,0,NULL,0
NULL,0,228,0,NULL,2
228,0,179,0,NULL,0
69,0,110,0,NULL,0
53,0,30,0,NULL,0
152,0,246,0,NULL,0
30,0,351,0,NULL,0
179,0,229,0,NULL,0
5463,0,228,0,"2012-06-14",1
313,0,134,50,NULL,0
36,0,138,0,"2012-05-31",0
134,0,30,0,NULL,0
NULL,0,228,0,NULL,2
97,0,67,0,NULL,0
69,0,110,0,NULL,0
213,0,69,0,NULL,0
134,0,69,0,NULL,1
100,50,NULL,50,NULL,0
30,0,97,10,NULL,0
179,0,134,0,"2012-06-10",0
30,0,160,0,NULL,0
279,0,134,0,NULL,0
69,0,110,0,NULL,0
134,0,73,0,NULL,0
2141,10,58,10,NULL,0
7711,0,181,0,NULL,0
67,0,NULL,0,NULL,0
279,0,134,0,NULL,0
6036,0,5988,0,"2012-06-16",1
228,0,NULL,0,NULL,0
178,20,30,20,NULL,0
134,0,179,0,NULL,0
246,0,278,0,NULL,0
228,0,179,0,NULL,0
NULL,0,8835,0,NULL,0
69,0,110,0,NULL,0
6036,0,5988,0,"2012-06-16",1
228,10,310,10,NULL,0
181,0,228,0,"2012-06-17",0
310,0,228,0,NULL,0
142,0,330,0,NULL,0
6639,0,6678,50,NULL,0
134,0,30,0,NULL,0
30,0,379,0,NULL,0
14,0,179,0,NULL,0
273,0,315,0,NULL,0
6639,0,6678,0,NULL,0
56,0,44,0,NULL,0
246,0,278,0,NULL,0
NULL,0,228,0,NULL,2
30,0,228,0,NULL,0
152,0,351,0,NULL,0
6036,0,5988,0,"2012-06-16",0
212,0,194,20,NULL,0
310,0,228,0,NULL,0
NULL,0,8835,0,NULL,0
299,0,179,0,NULL,0
8467,50,170,0,NULL,0
275,50,179,0,NULL,1
134,0,73,0,NULL,0
97,10,138,10,NULL,0
69,0,110,0,NULL,0
NULL,0,228,0,NULL,2
134,0,3112,0,"2012-06-22",0
228,0,179,0,NULL,0
6036,0,5988,0,"2012-06-16",0
275,50,179,0,NULL,1
169,0,330,0,NULL,0
228,0,NULL,0,NULL,0
213,0,138,0,NULL,0
69,0,110,0,NULL,0
212,0,194,0,NULL,0
203,10,134,10,NULL,0
30,50,81,0,NULL,0
86,20,30,20,NULL,0
310,0,228,0,NULL,0
134,0,30,0,NULL,0
43,0,310,0,NULL,0
299,0,179,0,NULL,0
140,50,NULL,50,"2012-05-31",0
NULL,0,228,0,NULL,2
67,0,NULL,0,NULL,0
8467,50,170,0,NULL,0
175,0,146,50,NULL,NULL
6036,0,NULL,0,NULL,NULL
152,0,351,0,NULL,0
97,0,22,0,NULL,0
69,0,110,0,NULL,0
6036,0,5988,0,"2012-06-16",0
2141,10,58,10,NULL,0
310,0,228,0,NULL,0
134,0,44,0,NULL,0
268,30,212,30,NULL,0
228,0,NULL,0,NULL,0
14,0,179,0,NULL,0
53,0,30,0,NULL,0
134,0,73,0,NULL,0
246,0,152,0,NULL,0
175,0,134,0,NULL,0
170,0,69,0,NULL,0
170,10,NULL,0,"2012-07-12",4
30,10,229,20,NULL,0
NULL,0,228,0,NULL,2
69,0,110,0,NULL,0
30,0,138,0,NULL,0
310,0,228,0,NULL,0
7762,50,8835,0,NULL,0
37,50,283,50,NULL,3
194,50,73,30,NULL,0
1,0,30,0,"2012-06-10",1
140,0,138,0,NULL,0
134,0,44,0,NULL,0
152,0,351,0,NULL,0
93,0,134,0,NULL,0
138,0,54,0,NULL,0
86,20,30,20,NULL,0
2196,0,351,0,NULL,0
8461,0,212,0,NULL,0
279,0,30,0,NULL,0
44,50,97,50,NULL,0
97,0,300,50,"2012-06-22",0
69,0,110,0,NULL,0
169,0,310,0,NULL,0
175,0,134,0,NULL,0
97,0,22,0,NULL,0
30,0,1,0,NULL,1
134,0,30,0,NULL,0
349,0,134,0,"2012-06-15",0
279,0,30,0,NULL,0
53,0,194,0,"2012-06-23",0
170,0,194,0,NULL,0
175,0,134,0,NULL,0
134,0,73,0,NULL,0
279,0,69,0,NULL,0
228,0,NULL,0,NULL,0
224,50,377,30,NULL,2
2141,10,58,10,NULL,0
30,0,214,10,NULL,3
44,0,212,0,NULL,0
30,0,160,0,NULL,0
279,0,30,0,NULL,0
175,0,134,0,NULL,0
134,0,30,0,NULL,0
247,50,252,50,"2012-06-10",0
69,0,110,0,NULL,0
211,0,11,0,NULL,0
170,0,194,0,NULL,0
140,0,138,0,NULL,0
8461,0,212,0,NULL,0
NULL,0,351,0,NULL,0
97,0,300,50,"2012-06-22",0
44,0,30,0,NULL,0
56,0,44,0,NULL,0
170,0,30,0,NULL,0
228,0,NULL,0,NULL,0
310,0,2139,0,"2012-06-11",0
138,0,140,0,NULL,0
44,0,212,0,NULL,0
134,0,44,0,NULL,0
54,0,138,0,NULL,0
224,50,377,50,NULL,2
69,0,110,0,NULL,0
212,0,131,0,NULL,0
140,0,138,0,NULL,0
93,0,134,0,NULL,0
134,0,3112,0,"2012-06-22",0
121,0,293,0,NULL,0
310,0,2139,0,"2012-06-11",0
67,0,6036,0,NULL,0
53,0,30,0,NULL,0
279,0,30,0,NULL,0
228,0,NULL,0,NULL,0
55,0,228,0,"2012-06-10",0
69,0,110,0,NULL,0
310,0,97,0,"2012-05-31",0
140,50,NULL,50,"2012-05-31",0
134,0,44,0,NULL,0
313,0,179,0,NULL,0
152,0,351,0,NULL,0
30,10,229,20,NULL,0
140,0,138,0,NULL,0
175,0,146,50,NULL,NULL
30,0,214,10,NULL,3
169,0,228,0,NULL,0
NULL,0,351,0,NULL,0
NULL,50,377,50,NULL,2
131,0,69,0,NULL,0
313,0,179,0,NULL,0
330,40,1,0,NULL,0
310,0,97,0,"2012-05-31",0
3112,0,134,0,NULL,0
55,0,228,0,"2012-06-10",0
5453,0,270,0,NULL,0
228,0,NULL,0,NULL,0
140,0,138,0,NULL,0
194,50,198,50,NULL,1
14,0,5463,0,"2012-06-15",4
170,0,134,0,NULL,0
